PE,AT,V,AP,RH
441.05,21.65,58.18,1008.33,95.28
452.7,21.32,59.8,1016.26,76.26
431.27,22.66,68.3,1017.73,86.92
456.42,16.8,44.9,1009.14,79.78
452.2,17.65,62.1,1019.63,84.3
474.92,12.19,40.23,1017.76,81.44
447.96,21.64,44.05,1007.73,74.79
440.59,30.93,70.83,1010.61,46.13
480.25,8.14,36.24,1013.15,87.85
471.24,16.78,37.2,1011.97,68.94
433.88,28.36,66.75,1017.71,52.6
441.74,28.5,64.84,1011.47,54.41
462.51,12.15,71.14,1019.56,86.06
466.08,13.1,49.83,1007.29,92.79
444.26,24.64,58.79,1009.82,73.96
436.8,28.85,57.19,1008.2,58.4
443.74,26.01,58.41,1013.56,70.84
478.36,10.35,44.2,1018.46,88.6
431.69,31.77,76.09,1007.4,73.36
442.69,24.31,44.05,1006.16,73.3
483.56,6.07,38.91,1019.25,83.39
439.9,30.61,68.84,1011.18,52.5
468.51,14.24,39.52,1018.22,77.19
484.17,8.57,40.23,1017.53,90.46
443.78,24,75.23,1010.69,72.46
483.17,5.64,40.62,1015.76,85.98
443.8,25.9,48.92,1009.82,35.42
440.13,26.88,61.5,1009.17,61.26
431.66,28.68,73.77,1004.72,87.01
432.8,23.23,71.77,1005.01,88.1
452.32,25.87,47.01,1014.67,61.87
459.76,13.56,41.48,1008.53,87.2
463.1,13.21,45.87,1008.58,85.66
445.84,25.21,75.6,1017.19,69.84
482.31,8.37,39.99,1010.36,93.26
436.47,27.21,67.45,1013.83,43.26
448.32,23.95,58.79,1010.45,74.34
446.63,19.75,49.02,1009.38,92.89
462.41,13.08,42.32,1016.63,83.72
467.3,15.61,40.89,1010.48,80.26
442.97,23.07,50.05,1006.9,86.98
485.24,6.1,43.65,1018.07,75.85
442.12,26.45,47.43,1008.87,53.25
446.11,27.97,58.84,1002.25,57.88
432.28,26.06,67.83,1009.26,66.37
465.2,18.55,43.69,1016.84,47.95
473.96,11.01,42.02,995.24,98.62
447.63,19.89,69.48,1011.06,86.73
434.85,24.88,73.17,1012.26,84.96
449.26,21.61,49.39,1019.41,78.2
440.08,23.77,59.21,1011.97,80.08
482.49,6.15,40.77,1022.42,88.57
446.49,22.36,58.79,1011.77,87.51
447.73,20.21,60.84,1018.5,82.73
467.8,11.39,43.72,1010.91,98.83
448.46,25.82,61.08,1013.64,66.4
468.22,14.1,44.84,1025.09,79.42
442.32,24.16,65.06,1013.88,58.96
466.51,15.64,38.28,1014.39,76.93
471.05,15.25,39.16,1016.18,79.39
447.25,23.27,67.9,1006.17,71.01
474.08,12.64,40.69,1015.86,82.06
440.52,22.65,60.93,1006.43,85.13
465.16,17.35,42.86,1014.62,74.16
466.69,17.98,39.63,1005.42,82.12
433.97,25.44,69.59,1008.22,80.73
460.25,17.03,43.99,1021.5,82.32
438.61,26.08,48.6,1003.61,57.8
444.68,26.72,67.79,1010.35,63.31
474.7,10.41,44.68,1023.53,91.38
476.61,5.56,45.87,1006.99,96.48
444.82,29.41,64.05,1009.82,67.4
456.48,19.9,56.53,1020.52,78.05
479.3,10.27,41.44,1017.04,77.09
440.25,25.36,74.99,1002.21,65.96
446.96,21.99,57.5,1015.87,80.72
447.77,22.12,63.91,1009.61,90.83
433.95,25.14,69.13,1011.15,85.67
461.52,14.77,48.06,1010.92,69.81
468.87,11.33,41.16,1019.05,87.13
461.29,18.4,40.79,1006.18,92.36
460.2,22.73,43.79,1015.61,42.66
479.64,10.07,39.66,1015.37,83.78
467.45,14.43,44.84,1024.34,84
451.45,19.64,46.33,1013.33,98.99
463.32,16.53,53.29,1018.64,87.47
476.6,8.51,42.32,1015.08,84.89
454.32,21.68,64.15,1021.09,70.88
461.25,20.07,42.23,1012.86,74.11
482.06,9.34,38.08,1019.56,67.74
434.34,24.44,69.13,1011.1,87.62
467.4,13.46,41.4,1019.46,71.73
473.43,10.15,43.41,1018.4,82.07
460.57,16.96,46.36,1019.91,89.11
460.51,14.94,42.77,1018.06,75.35
459.23,14.66,40.73,1017.45,88.57
454.51,17.59,65.48,1018.96,81.34
445.18,20.73,59.87,1019.08,80.48
434.79,26,69.88,1007.99,87.07
464.82,14.9,52.05,1015.11,77.33
434.2,29.37,74.78,1009.47,55.65
467.33,15.42,37.85,1009.89,85.8
477.75,11.9,39.16,1016.53,84.59
464.35,12.79,44.03,1007.46,95.93
485.13,8.01,41.66,1014.49,76.72
452.3,20.78,62.52,1017.58,73.3
437.67,24.99,60.37,1005.66,74.87
431.23,28.66,77.95,1009.56,69.07
451.9,17.85,48.14,1017.16,86.68
474.61,10.04,39.13,1011.26,88.91
437.62,30.57,69.82,1009.86,52.94
438.43,28.22,51.43,1006.06,63.72
466.75,11.8,43.99,1020.86,98.44
445.31,22.94,61.5,1008.25,73.45
478.87,8.83,41.26,1023.04,86.08
440.01,27.3,56.85,1011.66,36.09
450.65,22.69,64.45,1012.82,45.03
448.43,23.6,48.98,1015.41,48.28
433.83,24.34,70.79,1006.82,85.66
469.23,12.53,43.56,1014.8,74.05
425.69,31.01,69.13,1000.93,62.96
452.91,18.38,62.1,1020.12,77.27
431.72,27.73,67.69,1007.47,59.42
452.53,22.86,47.43,1009.75,61.54
428.89,33.15,68.51,1012.9,51.91
464.85,15.78,41.16,1008.43,80.25
487.48,5.71,40.77,1022.49,87.9
446.33,25.03,59.21,1017.28,56.96
486.83,5.63,39.22,1013.35,77.67
441.04,27.64,75.6,1017.35,54.78
426.64,31.01,67.69,1005.06,46.16
477.14,12.69,40.71,1021.62,80.19
467.42,14.85,38.91,1014.48,60.98
474.16,10.26,39.13,1010.94,87.78
489.36,4.65,35.19,1018.23,94.78
453.46,20.77,43.77,1010.76,63.12
434.17,30.22,74.9,1003.57,67.15
425.61,32.56,68.94,1007.12,58.18
452.41,26.05,58.59,1012.32,49.83
446.05,23.05,48.98,1015.64,49.33
440.46,23.21,74.22,1009.68,88.46
464.26,12.9,43.41,1015.92,59.15
437.18,26.1,74.16,1009.42,85.4
451.95,14.56,47.45,1009.52,91.14
442.49,27.96,49.16,1004.8,35.64
469.06,13.16,43.71,1024.44,85.68
438.34,23.44,72.24,1011.28,88.03
434.98,25.1,69.89,1015.42,85.81
470.22,9.68,39.96,1026.09,99.28
444.48,23.84,63.47,1012.54,76.33
449.63,28.39,51.43,1011.74,47.54
467.84,14.13,41.23,994.6,93.02
445.37,24.47,57.85,1013.05,66.34
478.7,8.88,36.3,1015.27,56.96
478.29,10.72,41.38,1021.6,63.77
444.8,29.47,65.51,1014.71,58.28
458.04,20.17,56.03,1019.47,56.77
437.95,29.04,70.72,1009.55,66.58
431.15,28.86,73.67,1006.65,68.23
440.53,28.61,69.75,1009.82,71.7
438.89,24.52,56.85,1012.59,54.47
448.15,18.83,63.91,1010.8,96.18
443.5,23.08,48.41,1008.44,82.35
431.32,29.3,74.16,1007.72,81.92
442.75,26.1,63.56,1013.12,61
462.77,14.66,42.07,1018.14,84.68
471.38,13.77,42.86,1030.72,77.3
476.64,12,39.35,1015.48,82.51
483.59,9.52,40.96,1023.48,86.49
451.79,17.89,40.12,1011.99,76.52
447.15,22.56,60.29,1018.19,67.53
463.89,16.73,37.2,1012.94,74.04
467.8,14.19,43.71,1024.38,83.03
478.8,9.5,37.36,1015.13,63.41
483.63,8.35,42.85,1010.46,90.13
456.52,21.9,55.5,1018.85,60.27
458.06,18.7,52.72,1024.84,57.72
485.96,6.8,37.8,1021.09,70.02
475.46,7.81,40.71,1023.32,82.08
494.61,6.93,40.67,1020.17,71.16
475.57,9.18,42.18,1017.4,87.3
458.1,17.04,40.12,1011.81,83.14
448.31,21.47,57.19,1006.45,75.8
469.02,13.75,41.49,1019.9,88.23
453.26,24.97,68.61,1011,55.04
466.17,18.97,44.85,1014.86,46.31
468.87,14.07,42.99,1007.57,96.05
486.79,5.68,40.35,1012.11,92.86
443.29,23.83,71.37,1002.04,64.78
449.23,23.96,65.34,1015.52,56.82
455.22,21.06,62.91,1011.92,75.52
440,21.47,70.32,1011.72,88.36
463.58,14.57,37.86,1022.44,68.82
430.2,30.53,73.21,1000.37,74.17
450.18,19.37,63.09,1018.79,81.52
466.71,13.53,42.03,1017.52,84.02
464.93,12.68,41.16,1020.09,83.32
474.49,10.84,39.18,1023.64,87.1
473.32,11.08,38.16,1014.45,74.99
437,25.76,73.5,1011.44,81.36
444.69,20.45,48.41,1010.81,86.7
472.43,11.75,40.55,1018.09,97.7
442.21,23.12,69.71,1008.98,84.41
457.98,14.03,41.79,1008.07,83.32
437.05,22.31,61.45,1009.25,98.56
449.43,22.53,60.95,1015.12,75.1
477.34,10.94,43.67,1012.36,73.3
443.44,23.45,66.25,1009.1,90.28
480.62,10.29,41.74,1019.9,80.51
447.7,25.13,51.95,1005.42,62.05
435.16,26.72,56.9,1007.12,58.54
464.77,11.87,41.58,1017.29,90.3
435.28,26.28,75.23,1011.44,68.35
431.83,28.15,72.99,1007.62,70.03
443.33,22.49,58.71,1009.75,76.43
436.22,24.13,73.18,1012.62,91.52
465.74,12.59,41.14,1025.79,86.55
457.07,18.86,42.18,1001.16,98.58
427.84,32.33,67.83,1008.11,57.48
476.37,7.93,41.01,1023.64,97.23
473.94,9.44,41.4,1027.64,86.22
433.63,25.56,74.99,1005.41,85.75
451.97,23.6,60.08,1017.51,63.02
440.9,23.38,48.6,1004.45,69.19
480.4,7.19,39.37,1019.67,70.77
455.24,15.63,41.79,1006.7,78.28
466.63,15.73,38.73,1002.48,76.91
478.02,5.54,45.87,1008.69,95.91
473.46,12.65,44.34,1014.74,92.81
445.1,22.71,48.06,1012.82,67.81
468.53,11.94,44.6,1018.69,85.33
460.73,15.75,39,1015.91,69.58
441.68,27.14,65.27,1013.26,55.17
431.48,34.96,68.94,1006.17,59.26
456.61,18.56,42.18,1001.46,99.59
439.75,30.17,64.79,1017.06,43.81
482.8,7,35.77,1018.21,64.84
470.71,9.59,40.11,1026.05,74.27
441.75,22.73,63.73,1009.12,94.8
437.83,27.31,68.14,1005.73,50.74
442.69,24.31,63.86,1019.47,58.54
437.08,23.07,69.23,1011.78,76.06
459.12,19.63,52.72,1025.09,51.16
447.58,20.69,50.78,1008.71,91.95
471.62,12.23,43.69,1016.46,84.4
436.37,28.04,69.14,1007.16,80.38
458.78,16.5,44.63,1020.58,64.11
477.14,10.35,39.82,1013.33,94.78
479.83,10.11,39.35,1015.19,90.74
444.08,25.02,59.44,1012.49,73.65
429.42,29.3,69.48,1010.1,53.69
463.76,16.37,36.99,1006.37,90.11
447.32,21.24,50.32,1008.54,84.83
473.38,13.11,38.73,1005.89,89.02
458.25,16.72,53.82,1015.46,66.9
434.24,24.27,70.47,1008.96,78.31
451.1,21.94,57.5,1014.64,78.52
482.17,8.05,38.38,1021.14,86.39
460.73,16.14,54.3,1017.93,65.68
437.29,27.67,69.59,1009.13,82.15
427.77,24.9,71.77,1006.24,85.25
445.77,22.21,61.5,1008.34,76.22
469.1,8.77,42.49,1010.7,86.78
469.09,13.12,44.21,1019.57,89.29
464.56,13.67,42.32,1015.41,79.04
474.71,7.29,41.04,1024.06,89.19
443.31,21.92,49.02,1009.29,88.56
461.96,18.96,44.58,1016.66,71.95
438.92,24.3,69.94,1007.02,62.14
467.31,11.77,40.92,1021.85,81.55
490.79,4,39.9,1009.64,97.16
433.37,27.67,59.14,1016.51,61.2
443.77,20.8,69.45,1013.7,82.48
460.8,13.65,41.58,1020.56,72.17
435.04,27.88,68.94,1007.68,75.68
426.6,27.57,69.84,1004.91,68.37
473.05,10.12,43.72,1011.33,97.62
443.13,24.37,65.61,1014.5,65.67
471.68,10.05,40.71,1015.51,84.21
441.77,22.9,49.3,1003.45,80.95
449.68,20,63.31,1017.06,63.1
465.82,12.02,41.92,1030.1,84.45
454.66,18.22,49.25,1020.33,61.87
440.68,24.86,60.77,1016.85,71.24
475.23,7.74,39.96,1025.78,95.81
430.32,27.2,72.43,1006.75,80.67
428.67,27.94,69.84,1003.11,70.47
430.09,30.99,68.51,1008,71.35
440.26,26.65,63.78,1015.32,53.95
484.9,7.2,40.35,1011.83,95.59
451.76,18.27,50.16,1011.07,95.91
441.97,28.62,63.77,1012.82,55.77
437.75,29.42,69.14,1007.32,75.04
470.8,14.52,40.35,1011.11,69.84
432.44,30.8,70.94,1007.06,63.09
451.44,20.6,66.86,1013.08,62.48
446.34,20.61,63.86,1015.43,73.86
466.62,14.97,42.28,1007.31,79.25
436.59,25.41,69.14,1006.4,87.4
468.52,12.34,43.22,1009.28,78.23
453,17.4,63.09,1020.84,92.58
466.95,11.82,41.26,1020.74,91.14
491.97,9.14,37.36,1015.22,78.06
445.3,24.79,50.78,1008.78,61.88
426.82,29.93,71.85,1008.43,66.64
469.79,14.56,45.51,1015.39,69.84
446.15,21.58,67.25,1017.39,79
429.84,25.77,73.68,1014.18,87.53
462.34,14.71,52.72,1024.7,70.29
478.61,8.68,41.82,1032.83,73.62
434.64,29.6,71.58,1010.34,52.56
444.85,25.73,62.66,1010.15,54.66
464.44,14.46,42.86,1031.34,69.84
450.33,23.81,60.08,1017.29,62.66
439.67,23.04,64.27,1014.29,80.23
474.82,13.52,39.39,1012.91,84.03
466.24,16.34,36.99,1006.99,90.06
452.82,19.45,46.33,1013.39,99.52
440.93,29.84,58.9,1005.24,56.18
431.06,26.49,71.73,1010.07,74.48
459.85,18.8,44.71,1016.56,31.29
444.31,20.96,69.48,1011.04,82.63
437.27,25.06,74.33,1014.05,69.02
483.36,6.24,35.77,1019.24,70.7
426.18,27.4,69.13,1001.4,82.47
487.69,6.39,35.57,1025.53,77.23
430.14,33.17,70.4,1004.45,58
489.1,5.18,40.27,1010.84,81.64
430.32,29.04,76.09,1007.52,75.44
477.36,9.34,40.77,1012.14,90.81
456.8,18.4,44.06,1017.36,70.88
463.64,16.09,50.59,1015.69,84.41
450.13,24.14,41.1,1002.1,38.49
444.85,20.76,57.25,1011.01,90.31
443.94,24.42,57.32,1011.46,55.92
447.03,23.84,49.21,1013.6,47.63
461.49,17.08,38.58,1015.41,73.42
494.87,5.07,40.07,1019.32,66.17
447.21,22.64,63.73,1013.88,84.22
459.63,17.05,44.88,1017.69,88.19
462.54,14.35,49.83,1006.39,91.23
475.36,13.43,43.69,1016.21,73.01
466.78,13.28,43.8,1023.17,63.98
448.73,19.57,68.61,1011.13,96.4
461.02,20.06,47.03,1013.66,83.23
437.1,23.99,67.69,1007.9,78.57
438.73,26.91,71.64,1004.59,83.54
444.49,29.19,65.71,1013.85,50.5
439.66,23.64,69.94,1005.2,64.53
435.9,26.65,74.67,1015.73,77.32
483.83,6.92,39.61,1018.64,82.27
466.56,11.75,71.14,1019.36,75.68
426.48,32.26,73.68,1014.75,60.9
435.57,30.51,60.75,1009.86,51
458.67,17.45,50.9,1012.16,83.8
477.03,10.87,38.38,1020.85,69.78
456.33,15.24,45.87,1009.46,85.95
436.27,24.17,71.58,1010.16,89.96
434.74,25.01,66.56,1004.55,82.46
436.66,26.71,68.3,1015.07,62.7
459.73,17.57,44.06,1015.43,72.75
435.79,24.81,66.44,1011.19,69.96
430.31,29.29,73.18,1012.4,66.65
431.68,26.57,73.21,1002.31,92.51
434.56,26.17,70.47,1010.25,68.96
462.84,15.71,39.3,1019.2,62.28
469.23,14.79,39.54,1007.25,82.54
484.12,7.1,41.74,1022.25,91.07
460.87,17.47,43.56,1014.15,54.71
454.86,18.77,49.21,1012.2,58.69
436.29,29.7,57.19,1008.41,55.07
483.74,7.61,39.37,1015.84,83.73
444,28.85,58.33,1013.78,41.39
476.31,10.98,41.39,1017.54,85.31
458.85,18.11,44.85,1014.48,48.94
463.89,10.15,41.62,1015.86,97.4
438.08,22.79,69.13,1010.87,91.47
436.21,25.31,74.33,1015.04,79.88
454.57,17.84,61.27,1020.1,70.68
453.84,19.4,64.63,1020.38,81.1
434.44,25.38,71.73,1009.97,72.6
448.79,20.21,59.14,1016,70.38
451.13,18.88,44.06,1013.81,68.54
438.54,26.53,60.07,1016.55,54.79
451.41,22.99,46.93,1014.15,49.42
478.75,10.8,41.39,1019.74,74.08
440.09,25.44,65.06,1013.82,55.72
435.2,29.12,67.32,1014.21,48.8
468.88,13.93,42.86,1032.37,71.11
472.04,11.73,37.92,1008.24,65.13
432.6,31.81,69.88,1007.94,55.91
458.87,16.58,44.68,1021.5,83.38
462.21,13.23,42.34,1018.02,97.49
441.32,28.64,73.4,1011.48,52.84
449.45,25.04,51.95,1005.56,66.53
430.12,32.57,78.92,1011.6,66.47
458.08,22.88,50.23,1016.11,63.77
490.03,6.67,39.33,1011.07,91.96
475.42,9.27,38.56,1017.69,62.49
448.74,17.79,46.21,1010.38,85.25
444.76,22.16,58.82,1009.61,87.16
444.09,24.2,68.67,1006.72,78.08
439.8,29.07,72.51,1009.24,58.38
482.05,4.87,42.85,1012.69,94.72
462.72,14.42,44.88,1019.35,59.17
454.71,18.73,40.12,1013.19,74.12
446.84,21.55,44.57,1006.03,71.54
471.13,12.26,41.5,1014.87,89.41
438.36,26.45,71.37,1008,77.06
451.17,20.2,60.1,1010.66,84.24
450.07,22.97,64.15,1021,70.61
456.04,15.02,41.48,1015.19,58.69
468.55,15.8,41.2,1016.08,77.83
463.9,14.54,41.16,1000,81.34
441.85,21.81,60.27,1015.93,91.38
478.21,9.83,41.17,1019.34,72.29
462.83,16.88,39.99,1007.08,74.29
449.65,32.31,62.04,1010.45,38.01
465.46,15.86,43.67,1011.11,82.24
444.1,27.56,66.93,1016.81,55.59
445.79,25.87,44.57,1007.43,55.92
450.75,22.51,68.63,1015.1,57.19
475.62,13.61,39.85,1012.78,58.12
440.87,27.54,75.6,1018.26,57.89
439.03,28.96,75.23,1010.88,49.45
485.18,8.57,40.69,1020.87,84.15
451.37,19.79,64.45,1016.14,73.54
435.7,28.5,71.32,1002.54,69.35
437.81,26.62,76.2,1006.06,69.13
440.79,30.3,73.9,1006.72,55.13
451.02,21.61,64.63,1020.86,69.73
445.76,22.36,58.79,1016.69,73.6
436.16,26.9,59.14,1016.18,70.88
475.13,11.68,40.55,1022.21,85.76
437.03,34.53,73.03,1013.53,36.74
473,10.06,43.22,1014.1,85.7
439.74,28.78,60.07,1014.54,49.03
453.86,22.61,54.42,1014.74,75.87
435.12,25.45,74.33,1015.53,80.95
476.42,8.73,41.26,1020.54,91.37
481.51,10.32,40.35,1011.64,84.05
474.64,10.72,40.81,1016.51,80.26
442.85,22.84,50.05,1005.59,79.49
455.86,21.16,50.66,1014.13,72.77
462.56,16.34,41.16,1006.36,75.52
465.77,14.79,44.06,1018.53,74.79
456.71,22.08,45.61,1014.02,75.71
452.77,21.86,49.21,1014.61,53.31
484.21,7.32,41.22,1015.42,97.25
459.06,16.5,39.72,1003.05,65.99
482.8,9.06,43.79,1016.05,81.32
471.23,14.15,39.28,1013.5,77.63
468.27,10.2,41.01,1021.39,96.64
485.8,6.29,43.65,1020.68,70.14
436.37,27.68,69.34,1008.28,70.9
425.89,34.66,74.33,1012,32.19
470.41,14.81,42.03,1017.43,72.54
470.63,13.17,38.91,1016.55,74.47
448.22,20.65,57.5,1016.04,87.45
458.06,19.14,56.65,1020.84,82.97
442.82,20.76,69.05,1001.89,77.86
444.51,25.42,59.04,1011.98,68.78
429.2,30.56,71.98,1004.74,58.77
462.7,15.93,25.88,1009.45,72.83
482.8,9.28,41.54,1018.33,79.89
434.11,26.12,68.94,1007.12,67.08
431.86,27.55,73.68,1013.62,81.13
430.55,29.6,71.14,1011.46,52.69
439.06,24.4,62.26,1011.62,70.1
472.86,10.66,37.5,1009.42,95.86
446.71,21.92,58.79,1010.09,89.7
454.25,15.78,41.48,1015.55,52.17
448.6,23.22,69.04,1009.65,89.05
479.69,12.68,45,1022.54,77.19
446.09,24.34,62.96,1019.7,61.44
430.53,30.81,71.97,1008.36,75
480.35,9.75,42.49,1010.57,83.63
440.87,27.54,75.6,1018.26,57.89
442.25,26.6,63.07,1011.97,61.3
442.4,26.2,63.56,1013.39,67.07
451.03,24.5,58.66,1011.54,57.92
435.66,24.17,71.25,1003.9,90.36
484.42,5.04,40.64,1021.35,93.63
465.08,12.14,48.04,1011.8,100.13
448.75,21.93,57.17,1009.81,81.15
445.09,23.5,50.78,1008.7,57.7
458.87,15.59,52.75,1024.3,59.93
439.61,29.23,66.51,1011.11,53.12
428.25,28.61,69.84,1004.02,67.26
463.35,19.31,43.56,1013.65,41.54
442.14,25.99,68.08,1013.13,59.14
432.94,26.04,72.43,1006.82,84.88
476.87,10.86,44.85,1014.15,88.36
463.96,12.74,44.03,1007.62,97.64
457.29,15.74,71.14,1019.65,65.94
446.54,23.84,49.21,1013.35,45.4
474.15,12.15,38.78,1013.34,95.05
465.25,16.13,39.99,1007.04,80.49
449.49,20.24,58.41,1013.73,99.59
479.91,10.62,39.58,1011.9,87.85
477.57,8.14,41.26,1020.61,91.28
444.88,28.5,74.87,1009.67,53.78
472.17,16.42,40.56,1020.36,50.62
439.79,32.33,69.68,1011.95,39.89
471.65,12.35,44.2,1017.81,82.49
432.52,32.2,72.29,1008.61,69.94
445.36,22.65,57.85,1012.6,68.52
484.29,7.4,40.72,1022.56,87.67
444.64,19.7,52.84,1004.86,89.72
463.06,14.81,42.77,1017.83,75.09
461.45,13.92,43.5,1021.14,88.44
444.9,26.45,64.27,1013.23,60.92
446.76,21.31,58.05,1012.94,88.39
453.96,17.35,47.83,1006.71,80.57
457.42,17.86,52.9,1015.71,67.99
436.38,31.92,75.33,1001.81,61.97
457.94,16.41,47.24,1015.75,88.78
436.5,28.4,69.34,1009.76,70.4
468.14,14.75,41.16,1009.58,86.96
440.84,26.88,74.78,1010.42,64.81
430.92,25.57,66.54,1005.22,83.48
473.74,10.31,45.01,1018.42,93.67
451.4,18.87,44.06,1013.42,68.78
456.3,23.35,47.01,1015.03,73.9
447.52,21.94,58.79,1010.3,88.21
455.7,18.71,53.16,1013.26,82.64
446.8,21.38,58.33,1013.05,72.75
455.72,17.52,44.05,1008.87,85.67
434.06,28.05,70.36,1006.73,64.42
474.71,12.36,40.56,1022.11,72.99
471.71,10.07,40.92,1021.84,84.18
484.15,5.66,35.79,1013.86,94.42
427.28,33.8,64.96,1004.88,49.37
436.61,28.07,64.09,1005.41,64.09
448.01,23.43,61.47,1007.84,87.11
456.77,17.3,46.21,1013.56,87.57
437.9,22.05,59.92,1009.06,93.74
442.77,25.24,57.17,1010.44,74
439.96,26.05,73.88,1005.67,82.08
468.57,10.82,39.96,1025.53,95.89
435.27,29.63,69.71,1009.04,67.26
471.98,11.83,43.14,1010.06,88.14
446.05,23.6,57.17,1009.84,74.27
465.5,15.84,41.66,1009.69,62.81
449.48,18.15,58.46,1017.42,88.24
440.05,24.79,75.6,1017.07,68.23
437.27,24.01,65.18,1012.57,76.02
436.54,26.95,48.41,1008.53,62.94
451.29,18.38,55.28,1020.22,68.33
441.28,26.62,70.36,1005.15,84.99
466.6,15.86,43.02,1012.18,40.33
443.86,22.68,58.82,1010.11,82.8
430.9,30.42,67.69,1006.23,54.19
436.69,23.53,72.24,1010.84,94.33
444.19,25.95,59.27,1010.9,70.42
426.1,30.85,68.94,1007.31,68.99
471.44,13.12,39.18,1023.11,64.33
473.86,10.81,44.63,1020.61,88.29
484.55,6.16,39.48,1004.85,59.68
459.48,16.79,44.6,1014.27,48.08
434.64,23.76,70.32,1012.13,78.84
467.46,14.48,44.06,1018.73,75.88
440.66,23.93,64.05,1013.09,86.02
477.74,12.02,43.69,1016.12,74.07
453.45,19.66,45.01,1014.42,60.14
444.71,26.09,60.29,1017.72,50.83
445,23.82,60.32,1016.61,75.29
470.57,11.8,45.09,1013.21,89.68
443.92,26.75,56.57,1013.76,57.93
433.34,25.34,70.47,1006.46,83.94
471.7,13.8,39.39,1013.85,81.95
473.61,9.44,44.03,1009.59,86.27
437.16,24.58,56.9,1007.08,68.24
489.66,11.26,40.43,1025.68,74.67
465.2,11.95,42.03,1017.58,90.89
443.45,22.61,44.05,1005.69,76.74
450.07,24.04,51.95,1006.13,73.92
465.24,13.97,53.82,1016.81,62.32
445.25,27.24,68.08,1013.23,51.96
470.07,11.91,41.49,1019.69,96.39
436,25.15,66.49,1012.71,63.46
428.85,28.83,72.43,1006.69,67.04
483.63,8.94,43.13,1014.82,76.66
456.2,17.23,40.12,1013.52,81.55
443.66,27.17,63.09,1015.59,68.33
488.22,6.58,43.02,1014.03,84.95
481.35,7.99,36.08,1020.08,83.2
444.9,19.44,48.7,1008.66,94.71
436.19,26.6,61.02,1010.26,66.16
462.13,14.44,42.32,1015.61,76.85
458.06,17.46,53.29,1018.07,91.01
489.96,5.1,35.57,1027.17,80.49
449.25,20.76,58.18,1007.8,99.22
466.15,15.62,40.89,1007.01,79.21
489.25,8.41,40.67,1019.97,69.2
460.59,16.55,54.3,1017.95,60.84
457.09,19.44,39.53,1006.99,63.18
444.51,23.14,58.18,1008.89,81.82
467.81,15.61,41.2,1016.12,75.28
465.95,14.89,39.58,1012.26,77.58
470.18,12.59,39.72,1017.76,61.14
455.25,20.24,56.53,1020.29,77.75
468.09,14.09,43.99,1021.02,94.39
459.26,17.28,44.92,1024.39,76.08
443.41,21.83,63.13,1013.4,85.82
472.14,13.26,40.83,1007.97,90.63
464.07,11.48,41.14,1027.67,90.5
438.9,27.09,59.15,1013.02,55.18
490.76,5.72,39.33,1009.96,95.4
453.99,20.14,46.93,1014.66,64.22
443.87,23.14,51.19,1009.56,77.2
460.48,17.03,58.49,1011.91,92.16
428.52,26.41,68.24,1010.6,77.79
442.74,26.56,56.57,1013.73,63.9
450.21,19.29,50.16,1010.49,97.78
460.46,17.33,41.35,999.51,68.36
438.31,30.44,68.84,1010.97,55.34
483.27,5.78,45.87,1012.65,88.8
434.04,27.76,71.97,1008.53,86.97
459.42,15.86,43.5,1021.22,75.38
435.27,25.97,70.32,1007.48,57.01
483.79,7.84,43.52,1022.23,96.51
434.08,28.81,56.86,1005.82,56.86
479.83,10.93,39.16,1016.54,90.56
469.9,16.69,40.56,1019.92,51.43
430.91,28.54,71.94,1007.4,65.99
480.87,9.41,34.69,1027.02,78.91
464.81,14.4,42.18,1015.47,77.7
475.73,12.72,40.64,1021.11,93.24
486.46,7.69,43.02,1014.51,85.23
463.28,16.97,50.9,1012.31,82.65
478.75,10.49,42.49,1009.81,78.92
450.57,19.93,62.1,1019.94,76.41
429.87,27.17,67.45,1015.67,49.03
467.16,14.03,49.15,1020.5,83.65
434.21,23.28,72.24,1011.3,90.5
478.37,9.64,39.85,1012.9,83.82
463.71,13.78,43.22,1011.31,69.7
462.59,15.12,48.92,1011.8,72.93
467.69,12.8,42.18,1016.27,83.9
429.57,31.32,74.33,1012.92,36.48
435.25,27.29,71.32,1006.39,81.59
440.67,24.63,59.57,1010.45,85.36
477.34,9.41,39.61,1016.14,78.38
464.38,15.75,36.99,1007.67,93.8
438.65,23.68,68.3,1017.93,84.16
442.85,22.43,63.76,1009.84,75.27
434.47,27.38,69.4,1004.57,74.12
472.82,10.41,41.01,1020.12,94.27
440.92,22.03,64.69,1007.21,75.75
442.13,25.38,63.87,1018.7,52.48
482.49,5.71,45.87,1012.04,93.42
462.57,17.5,42.23,1013.37,86.87
428.94,31.17,69.51,1010.51,43.11
434.4,28.64,69.23,1013.11,37.13
434.68,30.09,76.2,1006.64,61.02
445.76,26.8,58.84,1001.2,65.03
440.67,24.63,59.57,1010.45,85.36
470.39,13.93,38.91,1013.04,73.51
446.88,23.43,60.32,1015.34,69.34
455.5,20.65,41.67,1012.76,45.27
471.49,11.71,40.05,1014.49,86.09
447.4,20.03,62.26,1012.15,82.54
452.28,17.9,58.33,1013.6,85.81
471.1,12.42,43.14,1015.88,79.48
483.03,5.15,40.78,1025.34,95.84
448.76,22.7,64.05,1012.65,89.69
454.86,23.43,54.42,1013.58,70.99
